data,stayingpower,texture,smell,price,colour,shipping,packing
"Great product quality, fast delivery, sturdy packaging, also comes with an extra bag and 1 piece of eye mask ?",,,,,,positive,positive
"Good product, chocolate scented lipstick, the color is quite beautiful",,,positive,,positive,,
The shop delivered very quickly hihi :o 3rd time buying from the shop and always trust ^^,,,,,,positive,
Fast delivery m.n Son likes to use it very much The scent is fragrant and the lipstick color is quite beautiful Next time I will support the shop again?,,,positive,,positive,positive,
"Uses: matte Texture: normal Color fastness: fades quickly I intended to give it 5 stars but kept rating it but didn't get 200 coins, which means it's gone",negative,neutral,,,,,
"The color is super lovely, the cream is thin and smooth, there is also a glossy layer on top, it doesn't smudge or float away, you should buy it",,neutral,,,positive,,
"The name is matte cream lipstick but not matte qq j But the lipstick is quite beautiful, but each time I apply quite a bit of lipstick",negative,,,,,,
"Carefully packaged, fast delivery, color is true red-brown, very satisfied",,,,,positive,positive,positive
"The lipstick is smooth, the lipstick is smooth, the color is easy to apply for both dark and light skin, bbia has never disappointed me ?",,positive,positive,,positive,,
The lipstick is very beautiful and like chocolate so I bought it hahahaha,,,positive,,,,
"So beautiful, 2 trees only 99k, so cheap, so good, worth buying ?",,,,positive,,,
The color is beautiful ? ? very carefully packaged ? beautiful delivery girl ?,,,,,positive,positive,positive
"I have bought lipstick many times at the shop and it is very reputable. I will continue to support the shop. According to my feelings, I feel happy that the lipstick looks a bit like chocolate, the color is very beautiful ? Shipper is funny and cute",,,,,positive,positive,
"Fast delivery, very good travel…",,,,,,positive,
"Use: lipstick Texture: beautiful, smooth Color fastness: good The lipstick has a very fragrant scent, does not dry out your lips =))))",positive,positive,positive,,,,
"The lipstick is beautiful, but after I applied it, I used my hand to wipe the smudged lip line and then picked up the lipstick so it stuck on the shell :((( but it looks really good, the lipstick is also gentle on my hands, but at that price it's quite good.",,,,positive,,,
"Beautiful quality when applied, slightly glossy, not dry on lips but very light on lips, fast delivery, thank you very much store ?",,positive,,,,positive,
"The product is very beautiful. You should buy it, everyone. The delivery guy is so cute and delivered quite quickly",,,,,,positive,
"Fast delivery, carefully packaged, beautiful lipstick for the price",,,,positive,,positive,positive
"Texture: gel Color fastness: color fast Good lipstick everyone, the color is very long lasting, it wears well.",positive,neutral,,,,,
"The weather is so beautiful, the lipstick feels so smooth on the lips and doesn't dry it out, so buy it",,positive,,,,,
"This one is matte but quite powdery. When applied on the hand, it seems to be quite easy to use, but on the lips, you can see that this product will release a bit because it has non-volatile silicon. If you do not apply the lip color to the full lip, this color will look too old without makeup :)) Overall, at this price, you can't ask for anything more :)",positive,negative,,positive,negative,,
beautiful lipstickppp very worth the,,,,positive,,,
"beautiful. Because the delivery takes a while, you should buy it everyone",,,,,,neutral,
"I didn't think lipstick would be so beautiful. Smooth lipstick, apply on lips dsc. This is the first domestic lipstick that I like so much. (Video is for coin collection purposes only)",,positive,,,,,
"The product is very good quality, very good and worth the money to buy",,,,positive,,,
"The shop packs the goods very carefully, several layers and the color always comes out beautifully. The lipstick is soft and has a light scent. The velvet cap is very luxurious. The tube has a beautiful cx design. If you buy color v18, I recommend you to buy. Delivery takes a bit long. But the product quality is excellent. I give the shop 5 stars ?",,positive,positive,,positive,negative,positive
Uses: Good Texture: beautiful Color fastness: 60% Beautiful color,positive,positive,,,positive,,
"My lipstick is so beautiful The goods are authentic, the packaging is so beautiful and armpit-inducing",,,,,,,positive
"The lipstick like chocolate, the texture is smooth like velvet, the color is beautiful, in my opinion this color is more suitable for fair skin than dark skin like me. Color may vary because the photo was taken with flash",,positive,positive,,positive,,
"The lipstick is okay, but the color palette isn't quite right. I ordered brick red but it doesn't look good",,,,,negative,,
"The quality of the product is excellent, the lipstick I tested has a very matte color, the packaging is beautiful, the scent is fragrant?",positive,,positive,,positive,,positive
The image is for the purpose of receiving coins The lipstick has definitely not been used yet so I don't know the quality yet,,neutral,,,,,
"Received the goods, the shipper is easy-going, the quality is ok, will support the shop next time",,,,,,positive,
The color is so beautiful that I bought it as a gift for my crush on October 20. He loves it so much,,,,,positive,,
"Beautiful lipstick, carefully packaged good too Shop delivered faster than expected Matte lipstick as beautiful as blackrou's a12 But with an amount of no more than 20k, it is truly worth the money Give the shop 5 ? :333",positive,,positive,positive,,positive,positive
"Great, delivery took a bit long but the lipstick is beautiful, applies smoothly…",,positive,,,,negative,
"Delivery was quite fast even though it came from abroad, no smell, okela product, slightly brighter than the color on the photo",,,positive,,negative,positive,
"Uses: beautiful color lipstick Texture: thick The lipstick is beautiful in both form and color, the price is affordable and it's so stable. You should buy it, international delivery takes a while",,neutral,,positive,positive,negative,
Bought as a birthday gift so I don't know the quality but the price is cheap and delivery is ok,,,,positive,,positive,
"The packaging is pretty, the lipstick like chocolate, the lipstick quality is good, I diligently nourish my lips so when I apply it my lips don't dry out too much, overall it's quite ok.",,positive,positive,,,,
"Beautiful, perfect color, I really like it akkk. Fast delivery, carefully packaged?",,,,,positive,positive,positive
"The shop's lipstick must be very reassuring, man. Shopee mall so it's definitely an auto product. The lipstick is fragrant, smooth, and the color is perfect",,positive,positive,,positive,,
"Delivery didn't take long. Poor packaging caused the lipstick shell to be dented, but in return, the quality of the lipstick cannot be faulted. The lipstick washes off when eaten.",negative,positive,,,,positive,negative
The lipstick is very beautiful. I really like the scent of chocolate?,,,positive,,,,
"The lipstick color is very good, I recommend that you buy it, the quality is quite ok, not very matte but it's beautiful",negative,positive,,,positive,,
"Seeing that people reviewed this lipstick color so enthusiastically, I bought it to try and I'm so pleased. I also got a free 1 piece of coral pink eglips which is a bit three-pointed but still very ok",,,,,positive,,
"The lipstick is very smooth, but it's a bit difficult to blend and shows the lip lines when you smile",,positive,,,,,
The shop packaged it very carefully. I also received a gift at a very reasonable price,,,,positive,,,positive
"Fast delivery, I swatched it and saw it was brown with a pinkish purple color and I don't know how it would look on my lips",,,,,neutral,positive,
"Received the product within 5 days of delivery. I found it quite fast. First time buying, don't know how the quality is",,,,,,positive,
