data,stayingpower,texture,smell,price,colour,shipping,packing
"Buy 4 lipsticks and get a free gift, nice and sturdy packaging, genuine lipstick, beautiful color",,,,,positive,,positive
"The lipstick has a very fragrant chocolate smell, the lipstick color is very pretty, it doesn't dry my lips, I will come back to support the shop.",,positive,positive,,positive,,
"I really like this lipstick, it's pretty, the color is beautiful and it's also long-lasting, it's very soft and comfortable on the lips",positive,positive,,,positive,,
Received order quickly The lipstick color is beautiful Bought it not on sale day but still very pleased,,,,negative,positive,positive,
Great product quality. like candy. Cheap price,,,positive,positive,,,
The image is for the purpose of receiving coins. Beautiful matte lipstick with a light fragrance.,positive,,positive,,,,
"Son has bought the 3rd batch already Good product, very good quality fragrant lipstick Will continue to support",,,positive,,,,
"The lipstick is very beautiful, goes on very smoothly on the lips, very good !?!",,positive,positive,,,,
"The shop delivered quickly, the quality is very good, everyone. In my opinion, the lipstick is not very matte, but the color is very good, I also received a gift, I will support you for a long time.",negative,,,,positive,positive,
"Lipstick 104 is beautiful, I bought it for the second time, color 003 has not been used yet, I don't know if the color is as beautiful as the photo",,,,,positive,,
"The lipstick is very beautiful, I bought 2 and I think color 06 is more beautiful than 02, has a beautiful shimmering shell.",,,,,positive,,
"Excellent product quality, beautiful and sturdy product packaging, fast delivery time, very good shop service. The image is for coin receipt purposes only ?",,,,,,positive,positive
"Bought on sale so the price was cheap. The color I bought was just for foundation, but it didn't fade at all",,,,positive,neutral,,
Son is very beautiful Next time I will continue to support this shop Fast delivery Thank you ?,,,,,,positive,
"The color of the top of the top is satisfactory. In general, everyone who buys will come back to support the shop next time… because the shipping takes a bit long, it's still true love.",,,,,positive,negative,
"Beautiful color, carefully packaged, overall nothing to complain about\(//?//)\",,,,,positive,,positive
"The packaging of the product is very sturdy, the box looks very luxurious, color 501 is the color at the bottom, in my opinion, this color is different from the photo like coral pink, 301 is the color in the middle.",,,,,neutral,,positive
"The photo is not very relevant The lipstick is very good, the color is beautiful, it doesn't last very long but it's ok ? Give the shop 5 stars ?",negative,,,,positive,,
like candy soft and smooth like velvet The lipstick color is very Thank you very much shop You should buy it guys,,positive,positive,,positive,,
"It's the first time I've been recommended by my sisters which lipstick to use first, this is my choice, it looks quite dark on application, trendy color 24 is very suitable for white skin tone like me, it's very light on the lips for normal orange shots without needing to use a filter, it's still very fresh. The lipstick is hard to wipe but it doesn't come off.",positive,,,,positive,,
"When you apply good lipstick, it makes your lips smooth and the color is pretty and lasts for a long time if you don't eat anything greasy.",positive,positive,,,positive,,
"Beautiful lipstick color, easy to match makeup. Super fast delivery. Package carefully",,,,,positive,positive,positive
"Beautiful lipstick, bought on sale so the price is quite worth trying",,,,positive,,,
"The lipstick color is very beautiful, beautiful product, cheap and good quality, you should buy it.",,,,positive,positive,,
Received the goods extremely satisfied. The shop delivered the right color and model and also gave a free mask. The quality of the lipstick is not inferior to the ones priced at 1xx 2xx. Will support for a long time,,positive,,,positive,neutral,
The color is very beautiful ? ?,,,,,positive,,
"The color of the lipstick is quite good, but the delivery took so long that it took me a month to receive it…",,,,,positive,negative,
The color is very beautiful. I like it. Will support this shop forever ?,,,,,positive,,
"The lipstick color is so beautiful No need for makeup, just lipstick and you'll stand out",,,,,positive,,
"Texture: beautiful lipstick color, quite satisfied Color fastness: quite ok The image is for the purpose of receiving coins :))",positive,,,,positive,,
"Delivered the right product, beautiful, just like the photo, haven't tested it yet so I don't know how the lipstick is",,,,,,neutral,
"Uses: beautiful color Structure: durable, long delivery time Color fastness: long lasting. ok for now 10 VND",positive,neutral,,,positive,negative,
"Wow, the o1 color is not so pretty ? it doesn't have any smell but it's very nice, the lid = but it's matte, I really like it when I touch it ?",positive,,neutral,,positive,,
"It's so beautiful. It's not convenient to take pictures. I bought 2 and it's still 99. If anyone knows, it's still 89k.",,,,positive,,,
"Extremely beautiful product Packed securely, shockproof The product packaging is beautiful and sturdy",,,,,,,positive
"The lipstick is quite pretty, shop, although the smell is a bit Haven't tried it yet but please vote for the shop 5?",,,negative,,,,
Beautiful goods Fragrant smell Delivery took a while Cheap price Thank you shop I will support you more,,,positive,positive,,negative,
"The product looks like the picture, you have to blend it right away or it will dry out and be difficult to blend",,negative,,,,,
I think colors 25 and 23 are the most beautiful. Earthy orange and earthy red are suitable for all skin types,,,,,positive,,
"The lipstick is so pretty, color 405 is red with a bit of pink, so cute, not cheesy, 403 is orange-brown with a bit of red. The texture is silky and fragrant. Worth buying?",,positive,positive,,neutral,,
"Illustrative clip image, delivered quickly okelalalalalalalalaaa beautiful color and very matte",positive,,,,positive,positive,
"I bought it on my behalf so I don't know the quality, but the color is beautiful, precious Sorry for the unrelated photos and videos",,neutral,,,positive,,
"The color is so pretty, the delivery is fast now, the shipper is also enthusiastic about it, the shop owner is also z, will support again next time",,,,,positive,positive,
"This 502 has a very beautiful color, the liquid lipstick is easy to spread. The color is absolutely beautiful. The scent is light and mild, but those who are picky probably won't like this scent. In general, you should buy it ?",,positive,neutral,,positive,,
"Fast delivery, very careful packaging, super pretty color, will continue to support!",,,,,positive,positive,positive
"The goods are carefully packaged, as described in the picture. Beautiful color and fragrance.",,,positive,,positive,,positive
"Overseas shop but fast delivery, beautiful lipstick with standard color, I bought it at sale price so I'm very satisfied",,,,positive,positive,positive,
Lip color is okay. Normal substances don't last long. It's okay to play and play,negative,neutral,,,neutral,,
Shop delivered a bit slow but received an extra acne patch and beautiful lipstick ?,,,,,,negative,
"Fragrant lipstick, beautiful color (images and videos are for coin recognition purposes only)",,,positive,,positive,,
"Excellent product quality, very good product packaging hehhee",,,,,,,positive
Delivery took a bit long but when I received the goods I was very satisfied. Beautiful lipstick color. Fragrance. Which is cheap,,,positive,positive,positive,negative,
"The lipstick color is beautiful and long-lasting, the shop packaged it securely and carefully.",positive,,,,positive,,positive
"For those who like natural color tones like me, I really like this color. Apply it lightly before going to work.",,,,,positive,,
"Beautiful lipstick, very happy to use, carefully packaged, fast delivery",,,,,,positive,positive
"Super beautiful lipstick color, excellent quality.",,,,,positive,,
