text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
"haven't tried it yet... but this time it's not because of the shipping company or something, but the box looks like someone opened it. probably due to the weight of the goods, the box was distorted and the tape was removed",positive,0.4359,None,positive,0.4566,None,positive,0.5922,None,positive,0.5903,None,negative,0.3577,None,negative,0.6119,negative,positive,0.5156,None,negative,0.493,0.1456,0.1451,0.1474,0.1455,0.1418,0.1333,0.1413
"the right color, beautiful, matte lipstick, color 402 is pretty and color 302 probably doesn't match so it's a bit bright on the lips.",positive,0.5447,positive,positive,0.5296,None,positive,0.7492,None,positive,0.726,None,neutral,0.4384,neutral,positive,0.4489,None,positive,0.7163,None,negative,0.4946,0.1453,0.1457,0.1428,0.1413,0.143,0.1421,0.1398
"just tested color 301, white lipstick shell is easy to get dirty, shell material is easy to get dirty, smells like chocolate :v",positive,0.4825,None,negative,0.6866,None,positive,0.5267,positive,positive,0.6769,None,positive,0.4336,neutral,positive,0.3915,None,positive,0.4688,None,negative,0.4943,0.1437,0.1322,0.1455,0.1504,0.1431,0.1437,0.1414
"delivery took a while but the color turned out very well, the sale was 1 get 1 free so i bought it",positive,0.5471,None,positive,0.7449,None,positive,0.7867,None,positive,0.7942,positive,positive,0.8481,positive,negative,0.785,negative,positive,0.7371,None,negative,0.4899,0.1421,0.1474,0.1468,0.1468,0.1482,0.1255,0.1433
it took a while but the lipstick is beautiful and the shell is so cute hehe it's greattttttttttt,positive,0.5789,None,positive,0.7602,None,positive,0.8091,None,positive,0.8064,None,positive,0.8603,None,negative,0.7694,negative,positive,0.7642,None,negative,0.4899,0.1432,0.1472,0.1466,0.1464,0.1479,0.1254,0.1434
always so pretty fragrant aroma delivery took a little while but it's okay,positive,0.5594,None,positive,0.7384,None,positive,0.7986,positive,positive,0.7882,None,positive,0.8531,None,negative,0.7577,neutral,positive,0.7501,None,negative,0.49,0.1427,0.1473,0.1467,0.1463,0.1479,0.126,0.1432
the color on the right is so beautiful and it's still on sale so it's a great deal,positive,0.7715,None,positive,0.7152,None,positive,0.8823,None,positive,0.8611,positive,positive,0.8238,positive,positive,0.5118,None,positive,0.8506,None,negative,0.4946,0.1434,0.144,0.1424,0.1421,0.1433,0.1441,0.1408
"the lipstick color is super nice you should buy it, everyone",positive,0.8218,None,positive,0.7853,None,positive,0.894,None,positive,0.8825,None,positive,0.8972,positive,positive,0.6346,None,positive,0.8716,None,negative,0.4939,0.143,0.1438,0.1424,0.1424,0.1433,0.1439,0.1411
i received the goods in full. goods match the sample. the shop packs the goods carefully and with great care. will definitely continue to support.,positive,0.6687,None,positive,0.6134,None,positive,0.8684,None,positive,0.837,None,positive,0.7586,None,positive,0.5361,neutral,positive,0.8463,positive,negative,0.4937,0.1439,0.1445,0.1423,0.1417,0.1432,0.1438,0.1408
"beautiful lipstick, good packaging, good customer care, the downside is that delivery took a while, 3 days later than expected but the quality is good",negative,0.5579,None,positive,0.533,None,positive,0.6827,None,positive,0.7854,None,positive,0.779,None,negative,0.7913,negative,positive,0.6183,positive,negative,0.4888,0.1358,0.1434,0.148,0.1509,0.1496,0.1288,0.1436
beautiful guy. very sharp. affordable price. long delivery. cheap but quality,positive,0.5189,None,positive,0.6703,None,positive,0.75,None,positive,0.7938,positive,positive,0.8315,None,negative,0.7942,negative,positive,0.6863,None,negative,0.4901,0.141,0.1461,0.1471,0.148,0.1487,0.1262,0.1429
"uses: ok texture: ok color fastness: good color number 25 final note is truly lovely, it looks great on the lips, looks luxurious and whitens the skin. color fastness is quite ok. 10 points for 1 lipstick, quite cheap price and good quality, on sale for just over 100k phones. will definitely buy this bbia 25 again.",positive,0.6864,positive,positive,0.6227,positive,positive,0.8672,None,positive,0.8497,positive,positive,0.8267,positive,positive,0.6042,None,positive,0.8614,None,negative,0.4939,0.1438,0.1445,0.1421,0.1417,0.1431,0.1437,0.141
"the lipstick is really good, the color is so pretty, it also smells good, the foundation is fragrant, but the tube of cream leaked out a little. fast delivery. please support this shop",positive,0.6674,None,negative,0.3939,None,positive,0.6683,positive,positive,0.7985,None,positive,0.7596,positive,positive,0.8442,positive,positive,0.6822,None,negative,0.4927,0.1429,0.1359,0.1421,0.1459,0.1452,0.1468,0.1411
use: lipstick texture: ok color fastness: not very matte carefully packaged and delivered quickly okkkkkkkkk,negative,0.8177,negative,positive,0.573,positive,positive,0.5671,None,positive,0.7844,None,positive,0.6028,None,positive,0.6255,positive,positive,0.6667,positive,negative,0.4886,0.1253,0.1481,0.1427,0.1483,0.1431,0.1489,0.1435
delivery took a while......... quality ?????? don't have time to take pictures for you to see,positive,0.4642,None,positive,0.6446,None,positive,0.7286,None,positive,0.7662,None,positive,0.7986,None,negative,0.8068,negative,positive,0.6636,None,negative,0.4897,0.1399,0.1464,0.1475,0.1482,0.1486,0.1264,0.143
"this 502 has a very beautiful color, the liquid lipstick is easy to spread. the color is absolutely beautiful. the scent is light and mild, but those who are picky probably won't like this scent. in general, you should buy it ??",positive,0.7477,None,positive,0.5164,positive,positive,0.7069,neutral,positive,0.7744,None,positive,0.6988,positive,positive,0.5718,None,positive,0.7148,None,negative,0.4927,0.1441,0.1425,0.1415,0.1436,0.1437,0.1444,0.1401
"beautiful genuine lipstick with anti-counterfeit team, very pretty earthy red color",positive,0.7102,None,positive,0.6164,None,positive,0.8515,None,positive,0.8324,None,positive,0.7808,positive,positive,0.5705,None,positive,0.8314,None,negative,0.494,0.1436,0.1446,0.1423,0.1419,0.1433,0.1436,0.1408
"uses: quite beautiful color fastness: ok the lipstick is quite evenly spread and applied, the color is beautiful, and it lasts a long time",positive,0.6252,positive,positive,0.4961,positive,positive,0.8507,None,positive,0.8361,None,positive,0.7776,positive,positive,0.6028,None,positive,0.838,None,negative,0.494,0.1443,0.1454,0.1421,0.1415,0.1432,0.143,0.1405
"very pretty lipstick, fast delivery too, now i only buy lipstick from bbia, the lipstick is so smooth and beautiful, you should buy it??",positive,0.7533,None,positive,0.7173,positive,positive,0.7842,None,positive,0.8696,None,positive,0.8749,None,positive,0.9314,positive,positive,0.8573,None,negative,0.4923,0.142,0.144,0.142,0.1426,0.1436,0.1442,0.1416
"this lipstick is very smooth, everyone, the shell is sturdy, the delivery person is friendly",positive,0.7706,None,positive,0.7858,positive,positive,0.8004,None,positive,0.8716,None,positive,0.8465,None,positive,0.8836,positive,positive,0.8603,None,negative,0.4927,0.1426,0.144,0.1422,0.1423,0.1434,0.144,0.1415
"international goods so delivery is quite fast and the product is also okela, good price",positive,0.6942,None,positive,0.6399,None,positive,0.7629,None,positive,0.8618,positive,positive,0.8559,None,positive,0.9399,positive,positive,0.8315,None,negative,0.4918,0.1414,0.1439,0.1421,0.1429,0.1438,0.1445,0.1415
"i really like this lipstick, but i like other colors, i know that, lol",positive,0.6179,positive,positive,0.6598,None,positive,0.7694,None,positive,0.7638,None,positive,0.4667,negative,positive,0.5016,None,positive,0.7304,None,negative,0.4925,0.1441,0.1449,0.1429,0.142,0.142,0.144,0.1401
uses: son beautiful house prices in general are ok ajfswsxjd texture: okvghjhggfcc color fastness: ok ok,positive,0.6376,positive,positive,0.5783,neutral,positive,0.8591,None,positive,0.8516,positive,positive,0.7976,None,positive,0.6076,None,positive,0.8655,None,negative,0.4935,0.1441,0.1448,0.1421,0.1416,0.1431,0.1434,0.141
"the lipstick is very beautiful, the shop carefully packaged the goods, fast delivery time, and the outside label looks really genuine",positive,0.7474,None,positive,0.7141,None,positive,0.7767,None,positive,0.8701,None,positive,0.8761,None,positive,0.937,positive,positive,0.8498,positive,negative,0.4923,0.1419,0.144,0.1421,0.1426,0.1437,0.1442,0.1416
"delivery took a while, but i really like it, smells like candy",positive,0.542,None,positive,0.7383,None,positive,0.7892,positive,positive,0.7962,None,positive,0.8572,None,negative,0.7781,negative,positive,0.738,None,negative,0.4899,0.1419,0.1473,0.1468,0.1468,0.1483,0.1257,0.1432
"color 403 is so cute. the primer is smudged, but other products are ok. smells quite pleasant, light tone. cheapeeeeeeeeeeee",positive,0.5874,None,negative,0.7691,None,positive,0.5426,positive,positive,0.7468,positive,positive,0.658,positive,negative,0.5183,None,positive,0.5254,None,negative,0.4937,0.1448,0.13,0.1449,0.1523,0.1475,0.1383,0.1422
uses: lip balm why can't i write it? texture: ok color fastness: not known but not known,neutral,0.6196,neutral,neutral,0.7148,positive,positive,0.5456,positive,positive,0.6343,None,neutral,0.4723,None,positive,0.486,None,positive,0.6157,None,negative,0.498,0.148,0.1493,0.1408,0.1404,0.1435,0.1401,0.1378
uses: beautiful texture: smooth color fastness: durable so pretty but so ugly ahabdksbxje sjs aljdnsja xjs jxnsj djanxbs,positive,0.5211,positive,positive,0.5507,positive,positive,0.558,None,positive,0.6996,positive,neutral,0.3595,None,positive,0.5647,None,positive,0.5934,None,negative,0.4919,0.143,0.1469,0.142,0.1436,0.1394,0.1454,0.1397
"the color goes on so quickly that it wears off after a little bit, i find that the color goes on very smoothly on my lips, it's similar to black round, but much cheaper than black round.",negative,0.8759,negative,positive,0.5566,positive,positive,0.6095,None,positive,0.8006,positive,positive,0.618,None,positive,0.4525,None,positive,0.6736,None,negative,0.4886,0.1247,0.146,0.1447,0.15,0.1436,0.1466,0.1444
use: lipstick texture: smooth and fragrant color fastness: 2-3 hours without eating or drinking beautiful ????????????????????????????,neutral,0.5037,neutral,neutral,0.574,positive,positive,0.7459,None,positive,0.7192,None,positive,0.6849,None,neutral,0.4489,None,positive,0.7258,None,negative,0.4933,0.1472,0.1482,0.143,0.1416,0.1447,0.1357,0.1397
"the lipstick has a nice color, it's a bit dry on the lips, for the price it's ok, it's nude pink so why isn't it nude pink :))) but it looks orange probably due to lip pigmentation",positive,0.5396,None,negative,0.832,negative,positive,0.4817,None,positive,0.6943,positive,positive,0.503,positive,negative,0.4634,None,positive,0.4931,None,negative,0.4954,0.1451,0.129,0.1445,0.1526,0.1449,0.1411,0.1429
long delivery because it's tet (3 weeks) the lipstick smells like sweet chocolate non-matte lipstick has a lot of nourishment,positive,0.5696,negative,positive,0.7257,None,positive,0.7919,positive,positive,0.7777,None,positive,0.8307,None,negative,0.7689,negative,positive,0.7454,None,negative,0.4902,0.1445,0.1476,0.1466,0.1457,0.1476,0.1253,0.1428
"delivery took a while due to being from abroad. pack carefully. the lipstick color is also pretty, the lipstick is cheap so i don't ask for much ????",positive,0.5501,None,positive,0.7399,None,positive,0.7858,None,positive,0.7872,positive,positive,0.8508,positive,negative,0.7932,negative,positive,0.7262,positive,negative,0.4902,0.1425,0.1475,0.1468,0.1467,0.1483,0.1253,0.1429
"this lipstick is so great, it doesn't have any powder, i will buy it again next time and the shipping is also fast. support",positive,0.6074,None,positive,0.5405,positive,positive,0.66,None,positive,0.814,None,positive,0.7826,None,positive,0.9198,positive,positive,0.7397,None,negative,0.4913,0.1388,0.1436,0.1416,0.1442,0.1444,0.1463,0.1411
"hero's lipstick is quite smooth and i like it?? oh color 05 is super pretty, it's exactly my style (in the color photo at the top) i think you should buy color 05 or 01 because it will be easier to play",positive,0.7219,None,positive,0.7054,positive,positive,0.8529,None,positive,0.8287,None,positive,0.7533,positive,positive,0.5316,None,positive,0.8355,None,negative,0.4935,0.1437,0.1442,0.1422,0.1416,0.1432,0.1443,0.1407
shop mall should also be quite assured about product quality. the shop delivered the goods according to the order. shipper is cute,positive,0.7101,None,positive,0.6709,None,positive,0.8257,None,positive,0.8496,None,positive,0.7917,None,positive,0.7856,positive,positive,0.8479,None,negative,0.4924,0.1432,0.1444,0.1421,0.142,0.1432,0.1438,0.1412
"the color fades quite quickly, but i use it to apply pretty blush on my cheeks. this lipstick is only used to make my lips pinker, but i think it's all powder on my lips and it's not pretty.",negative,0.7595,negative,negative,0.7178,negative,positive,0.5459,None,positive,0.7632,None,negative,0.5047,None,negative,0.3745,None,positive,0.5477,None,negative,0.4926,0.1323,0.1336,0.1479,0.1547,0.1407,0.1455,0.1454
"carefully packaged, fast delivery. ordered 10/10 today and got it. outstanding lipstick quality ????",positive,0.7566,None,positive,0.7195,positive,positive,0.7638,None,positive,0.8608,None,positive,0.8711,None,positive,0.9239,positive,positive,0.8472,positive,negative,0.4925,0.1422,0.1441,0.1419,0.1425,0.1436,0.1442,0.1415
"only chats to receive coins. fast delivery, beautiful color, i'm sure this is a no-brainer",positive,0.7224,None,positive,0.6674,None,positive,0.7643,None,positive,0.8637,None,positive,0.8772,positive,positive,0.9348,positive,positive,0.8455,None,negative,0.492,0.1415,0.144,0.142,0.1428,0.1438,0.1443,0.1416
"carefully packaged, good shock resistance, very beautiful color, exactly the color i like. if it works well and doesn't dry my lips, i will continue to support it.",positive,0.7366,None,positive,0.6488,neutral,positive,0.8663,None,positive,0.8523,None,positive,0.8354,positive,positive,0.6327,None,positive,0.851,positive,negative,0.4939,0.1435,0.1444,0.1422,0.142,0.1433,0.1437,0.1409
"the lipstick color is beautiful but it doesn't stick very well, luckily i use color locking lipstick and the color is beautiful kiki",negative,0.8119,negative,positive,0.569,None,positive,0.6758,None,positive,0.8252,None,positive,0.7014,positive,positive,0.434,None,positive,0.6709,None,negative,0.4883,0.1258,0.1443,0.1453,0.1497,0.1454,0.1462,0.1433
pretty color akdkxndkcsnckxnslsjsnclxnckxcksndksndlvns ccl,positive,0.757,None,positive,0.7118,None,positive,0.8781,None,positive,0.8727,None,positive,0.848,positive,positive,0.6336,None,positive,0.8712,None,negative,0.4936,0.1433,0.144,0.1423,0.1421,0.1433,0.1438,0.1412
"fast delivery, nice color, cheap price, thihcs will probably buy again.......",positive,0.7343,None,positive,0.6848,None,positive,0.7754,None,positive,0.8674,positive,positive,0.8774,positive,positive,0.9369,positive,positive,0.8512,None,negative,0.4922,0.1419,0.1439,0.142,0.1426,0.1437,0.1442,0.1417
